"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that combining legacy flags with explicit --disaggregation-mode raises ValueError.","3","test_conflicting_legacy_and_new_flags_raises","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Verify KVCacheEvent uses tag=True for variant identification.

        The tag (e.g., 'BlockStored') is the first element in the msgpack array.
        ","0","test_kv_cache_event_uses_tag","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"Test that --model-express-url is stored when load format is mx-source/mx-target.","4","test_model_express_url_from_cli_arg[mx-source]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"boundary_ratio outside (0, 1] must be rejected.","0","test_omni_config_invalid_boundary_ratio[0]","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","","test_omni_args","",""
"Test that GPU counts are read from DGD in Kubernetes mode","0","test_kubernetes_mode_reads_from_dgd","tests.planner.unit","2026-03-20","passed","2026-03-20","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"Test VideoData with URL only.","0","test_url_only","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestVideoData","test_trtllm_video_diffusion","",""
"","0","test_routes_to_multimodal_worker[False]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestCreate","test_vllm_worker_factory","",""
"Test dynamo serve deployments with vLLM-Omni configurations.","135096","test_omni_serve_deployment[omni_t2v]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm_omni","",""
"Test invalid format returns defaults with warning.","1","test_parse_size_invalid_format","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"Test _generate_images handles bytes directly.","1","test_generate_images_with_bytes","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Test decoding embeddings of various sizes.","82","test_various_embedding_sizes[128]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"_get_router_average_histogram returns 0 when Prometheus has no data.","1","test_router_histogram_returns_zero_on_empty_result","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Test _parse_size method.","0","test_parse_size","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","0","test_decode[True]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestCreate","test_vllm_worker_factory","",""
"Test decoding embeddings with various shapes and dtypes.","2","test_decode_valid_embeddings_various_shapes[2d-768]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","32546","test_serve_deployment[guided_decoding]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm","",""
"","1","test_routes_multimodal_decode_worker[False]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestCreate","test_vllm_worker_factory","",""
"Test that num_inference_steps defaults to 50.","3","test_generate_with_default_num_inference_steps","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","0","test_multimodal_worker[True]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestHandles","test_vllm_worker_factory","",""
"Test that invalid inputs raise ValueError.","0","test_decode_invalid_inputs[bad-base64]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"Test _uses_dynamo_connector for direct, nested-in-PdConnector, and absent cases.","0","test_uses_dynamo_connector_direct_and_nested","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_vllm_gpu1]","tests","2026-03-20","passed","2026-03-20","","test_predownload_models","",""
"Test VideoData with no arguments.","1","test_empty_defaults","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestVideoData","test_trtllm_video_diffusion","",""
"Test that missing prefill GPU flag raises error in virtual mode","0","test_virtual_mode_missing_prefill_raises_error","tests.planner.unit","2026-03-20","passed","2026-03-20","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"Test SGLang deployment scenarios using common helpers","0","test_sglang_deployment[disaggregated_same_gpu-2]","tests.serve","2026-03-20","skipped","2026-03-20","","test_sglang","",""
"","2","test_wake_up_passes_explicit_tags_from_request","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_sleep_wake_handlers","",""
"warn_if_router_not_scraped logs a warning when absent() returns a result.","2","test_warn_if_router_not_scraped_logs_warning_when_absent","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Test SGLang deployment scenarios using common helpers","63132","test_sglang_deployment[multimodal_agg_qwen-2]","tests.serve","2026-03-20","passed","2026-03-20","","test_sglang","",""
"Test that --connector nixl raises ValueError with --kv-transfer-config hint.","3","test_connector_nixl_raises_error_with_migration_hint","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Test that missing both GPU flags shows both error messages","0","test_virtual_mode_missing_both_raises_error_with_both_messages","tests.planner.unit","2026-03-20","passed","2026-03-20","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","62413","test_serve_deployment[multimodal_disagg_qwen]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm","",""
"Test usage when no prompt token info available.","1","test_build_completion_usage_no_prompt_info","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestUsageStatistics","test_vllm_prompt_embeds","",""
"Test usage statistics calculation for various scenarios.","0","test_build_completion_usage[embeddings]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestUsageStatistics","test_vllm_prompt_embeds","",""
"Non-positive FPS must be rejected.","0","test_omni_config_invalid_video_fps[0]","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","","test_omni_args","",""
"Video request parses prompt, size, seconds, and sets fps.","1","test_video_generation","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","TestBuildEngineInputs","test_omni_handler","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","101169","test_serve_deployment[aggregated]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm","",""
"Test extracting text from a single user message with one text content.","0","test_extract_user_text_single_message","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_chat_message_utils","",""
"Test --disaggregation-mode prefill sets correct state.","4","test_disaggregation_mode_prefill","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"get_avg_input_sequence_tokens with router source queries dynamo_component_router_* metric.","0","test_get_avg_input_sequence_tokens_dispatches_to_router_histogram","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"
    Collect CUDA major versions (12/13) from predefined signals and assert consistency.
    Prints a readable report with full relevant output when failing.
    ","0","test_cuda_major_consistency","tests.basic","2026-03-20","skipped","2026-03-20","","test_cuda_version_consistency","",""
"b64_json format returns data URI with base64 prefix.","1","test_b64_json","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","TestPrepareImageOutput","test_omni_handler","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","58551","test_serve_deployment[multimodal_e_pd_qwen]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm","",""
"
    Test offload → cache reset → onboard cycle with determinism verification.

    Validates that:
    - Initial request triggers offload to CPU cache
    - Cache reset clears GPU cache
    - Repeated request triggers onboard from CPU to GPU
    - Responses are deterministic across the cycle
    ","227","test_offload_and_onboard[llm_server_kvbm0]","tests.kvbm_integration","2026-03-20","passed","2026-03-20","","test_kvbm","",""
"Test that height exceeding max_height raises ValueError.","1","test_parse_size_exceeds_max_height","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"Test decoding embeddings with various shapes and dtypes.","29","test_decode_valid_embeddings_various_shapes[3d-float16]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"Test usage statistics calculation for various scenarios.","0","test_build_completion_usage[zero-seq-len]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestUsageStatistics","test_vllm_prompt_embeds","",""
"
    Test that two KV routers have synchronized indexer states after processing requests
    with SGLang workers. This test verifies that both routers converge to the same internal state.

    Tests with configuration:
    - nats_core: etcd backend, local indexer with NATS Core, TCP request plane
                 (includes NATS interruption/recovery testing)
    ","63795","test_sglang_indexers_sync[nats_core]","tests.router","2026-03-20","passed","2026-03-20","","test_router_e2e_with_sglang","",""
"Verify ReasoningParser has extract_reasoning_streaming and
        is_reasoning_end_streaming.

        prepost.py calls both during streaming post-processing to separate
        reasoning tokens from content tokens.
        ","0","test_reasoning_parser_method_signatures","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test _get_average_metric with multiple matching containers returns average","0","test_get_average_metric_multiple_matching_containers","tests.planner.unit","2026-03-20","passed","2026-03-20","","test_prometheus","",""
"Test that various value ranges are preserved with float32 precision.","1","test_embedding_value_ranges_preserved[magnitudes]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"With encode client but no images -> returns empty dict.","1","test_no_images_returns_empty","components.src.dynamo.vllm.tests.multimodal_handlers","2026-03-20","passed","2026-03-20","TestLoadMultimodalData","test_vllm_multimodal_pd_worker_handler","",""
"Router request count query must filter by dynamo_namespace.
        dynamo_component_router_* get dynamo_namespace from MetricsHierarchy (underscores).
        ","0","test_dynamo_namespace_filter_in_router_request_count_query","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Test that VIDEO_DIFFUSION returns False for is_llm.","0","test_is_llm_false_for_video_diffusion","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestModality","test_trtllm_video_diffusion","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[agg-router-approx]","tests.serve","2026-03-20","skipped","2026-03-20","","test_vllm","",""
"Test decoding embeddings of various sizes.","2","test_various_embedding_sizes[768]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Test GPU count initialization for prefill-only mode","0","test_kubernetes_mode_prefill_only","tests.planner.unit","2026-03-20","passed","2026-03-20","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"","2","test_update_state_plans_load_for_cached","components.src.dynamo.vllm.tests.multimodal_utils","2026-03-20","passed","2026-03-20","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"Regression: final chunk contains reasoning end + tool call + finish.

    When </think>, <tool_call>... </tool_call>, and finish_reason=stop arrive
    in one CompletionOutput, the tool call must still be emitted.
    ","1","test_stream_interval_20_reasoning_and_tool_finish_same_chunk","tests.frontend","2026-03-20","passed","2026-03-20","","test_prepost","",""
"Test that MULTIMODAL returns True for is_llm.","0","test_is_llm_true_for_multimodal","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestModality","test_trtllm_video_diffusion","",""
"","67","test_vllm_chat_processor_tokenizes_and_streams_tool_calls","tests.frontend","2026-03-20","passed","2026-03-20","","test_vllm_prepost_integration","",""
"Verify ChatCompletionRequest has all fields read by prepost.py.

        preprocess_chat_request() accesses these fields after model_validate().
        New fields in vLLM are fine; missing fields break preprocessing.
        ","0","test_chat_completion_request_has_required_fields","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test that ValueError is raised when there are no user role messages.","1","test_extract_user_text_no_user_messages","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_chat_message_utils","",""
"Final chunk includes finish_reason and usage stats.","1","test_finish_reason_included","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","TestFormatTextChunk","test_omni_handler","",""
"Selected disagg section must be a dictionary.","6","test_disagg_config_section_must_be_dict","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","","test_sglang_unit","",""
"
    Quick e2e sanity test for KV router with vLLM engine instances.
    Tests both NATS and TCP request planes.
    ","53088","test_vllm_kv_router_basic[tcp]","tests.router","2026-03-20","passed","2026-03-20","","test_router_e2e_with_vllm","",""
"Test that MULTIMODAL returns False for is_diffusion.","0","test_is_diffusion_false_for_multimodal","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestModality","test_trtllm_video_diffusion","",""
"Test that empty text content items are ignored.","0","test_extract_user_text_empty_text_content","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_chat_message_utils","",""
"With encode client -> delegates to load_multimodal_embeddings.","2","test_delegates_to_load_multimodal_embeddings","components.src.dynamo.vllm.tests.multimodal_handlers","2026-03-20","passed","2026-03-20","TestLoadMultimodalData","test_vllm_multimodal_pd_worker_handler","",""
"Test that dryrun sets default GPU counts of 1 when None","6","test_dryrun_defaults_gpu_counts_when_none","tests.planner.unit","2026-03-20","passed","2026-03-20","TestDryrunGpuDefaults","test_sla_planner_scaling","",""
"Verify SamplingParams has the fields projected by vllm_processor.py.

        The processor intersects SamplingParams.__annotations__ with
        ChatCompletionRequest.model_fields to copy user-specified sampling
        fields. If annotations change, the intersection shifts silently.
        ","0","test_sampling_params_annotations_and_output_kind","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[agg-router]","tests.serve","2026-03-20","skipped","2026-03-20","","test_vllm","",""
"Test that invalid file path raises FileNotFoundError.","40","test_custom_jinja_template_invalid_path","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Test that K8s fallback raises error when CLI flags are also missing","0","test_kubernetes_mode_fallback_missing_cli_flags_raises_error","tests.planner.unit","2026-03-20","passed","2026-03-20","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"Test dynamo serve deployments with vLLM-Omni configurations.","113797","test_omni_serve_deployment[omni_i2v]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm_omni","",""
"_get_router_average_histogram returns 0 when value is NaN.","0","test_router_histogram_returns_zero_on_nan","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"get_avg_inter_token_latency with router source queries dynamo_component_router_* metric.","1","test_get_avg_inter_token_latency_dispatches_to_router_histogram","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Test error response structure.","0","test_error_response","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"","2","test_resume_before_release_is_noop","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","","test_sglang_memory_occupation_handlers","",""
"Abort finish reason is normalized to 'cancelled'.","1","test_finish_reason_abort_normalized","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","TestFormatTextChunk","test_omni_handler","",""
"Verify OutputProcessor init, add_request, process_outputs, and
        abort_requests signatures match what vllm_processor.py calls.
        ","0","test_output_processor_api_shape","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test that MODEL_EXPRESS_URL env var is used as fallback.","5","test_model_express_url_from_env_var[mx-target]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"","2","test_embedding_cache_created_when_capacity_set","components.src.dynamo.vllm.tests.multimodal_handlers","2026-03-20","passed","2026-03-20","TestInit","test_vllm_multimodal_pd_worker_handler","",""
"Test that --connector none raises ValueError telling user it's no longer needed.","4","test_connector_none_raises_error","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Test handler initialization.","0","test_initialization","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","1","test_routes_to_multimodal_encode[False]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestCreate","test_vllm_worker_factory","",""
"","0","test_prefill_health_check_payload_is_disagg_compatible_alias","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","","test_sglang_unit","",""
"Test error handling when registry fails.","10","test_error_handling","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestGetPrometheusExpfmt","test_trtllm_prometheus_utils","",""
"Test _get_average_metric when prometheus returns empty list","1","test_get_average_metric_empty_result","tests.planner.unit","2026-03-20","passed","2026-03-20","","test_prometheus","",""
"","1","test_wake_up_before_sleep_is_noop","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_sleep_wake_handlers","",""
"stream_interval=20: multiple tokens per chunk.

    When </think>, <tool_call>, and the start of the JSON body arrive in a
    single CompletionOutput, the tool parser must still extract the tool call
    correctly instead of leaking raw tool-call markup into ``content``.
    ","2","test_stream_interval_20","tests.frontend","2026-03-20","passed","2026-03-20","","test_prepost","",""
"Test _upload_to_fs method.","2","test_upload_to_fs","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Verify EngineCoreRequest and EngineCoreOutput field order.

        Both use msgspec array_like=True, so field ORDER determines wire
        position. vllm_processor.py constructs EngineCoreOutput by keyword
        and reads fields from EngineCoreRequest positionally.
        ","0","test_engine_core_struct_contract","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"get_avg_request_count (router) returns 0 when Prometheus has no data.","1","test_router_request_count_returns_zero_on_empty_result","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"","4","test_sleep_and_wake_are_idempotent","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_sleep_wake_handlers","",""
"Test that TEXT returns False for is_diffusion.","0","test_is_diffusion_false_for_text","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestModality","test_trtllm_video_diffusion","",""
"Test K8s fallback with only one CLI flag provided","1","test_kubernetes_mode_fallback_partial_cli_flags","tests.planner.unit","2026-03-20","passed","2026-03-20","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"Test that missing server URL raises ValueError for mx load formats.","3","test_model_express_url_missing_raises[mx-source]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Test that MODEL_EXPRESS_URL env var is used as fallback.","3","test_model_express_url_from_env_var[mx-source]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"Mistral tool call with no reasoning.

    The model output is:
        [TOOL_CALLS]search_gutenberg_books{""search_terms"": [""James Joyce""]}
    with no [THINK]...[/THINK] reasoning block.

    The tool parser should extract the tool call correctly, not leak the
    tool-call markup as plain content.
    ","0","test_mistral_tool_call","tests.frontend","2026-03-20","passed","2026-03-20","","test_prepost_mistral","",""
"Test that --is-decode-worker still works but emits DeprecationWarning.","4","test_legacy_is_decode_worker_emits_deprecation","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"","1","test_no_multimodal_flags[False]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestHandles","test_vllm_worker_factory","",""
"Test error handling when registry fails.","1","test_error_handling","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestGetPrometheusExpfmt","test_sglang_prometheus_utils","",""
"","34","test_disagg_scale_up","tests.planner.unit","2026-03-20","passed","2026-03-20","","test_sla_planner_scaling","",""
"Verify OutputProcessor has a request_states dict attribute.

        vllm_processor.py checks
          vllm_preproc.request_id in self.output_processor.request_states
        in the finally block to decide whether to abort. If this attribute
        is renamed or removed, cleanup will silently break.
        ","1","test_output_processor_request_states_attribute","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"Without encode client -> returns empty dict.","2","test_no_encode_client_returns_empty","components.src.dynamo.vllm.tests.multimodal_handlers","2026-03-20","passed","2026-03-20","TestLoadMultimodalData","test_vllm_multimodal_pd_worker_handler","",""
"Non-positive ulysses_degree must be rejected.","0","test_omni_config_invalid_ulysses_degree[0]","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","","test_omni_args","",""
"Test that missing model raises validation error.","0","test_required_fields_missing_model","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"Verify ChatCompletionRequest supports pydantic v2 model_validate.

        prepost.py calls ChatCompletionRequest.model_validate(request) and
        then iterates model_fields to project sampling parameters.
        ","1","test_chat_completion_request_model_validate_contract","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestVllmRendererApi","test_vllm_renderer_api","",""
"Extracts image URLs from multi_modal_data.","4","test_extracts_image_urls","components.src.dynamo.vllm.tests.multimodal_handlers","2026-03-20","passed","2026-03-20","TestParseFrontendRequest","test_vllm_multimodal_pd_worker_handler","",""
"warn_if_router_not_scraped logs a warning when absent() returns a result.","1","test_warn_if_router_not_scraped_logs_warning_when_absent","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Encoding failure returns NvVideosResponse with failed status and error.","1","test_error_returns_failed_status","components.src.dynamo.vllm.tests.omni","2026-03-20","passed","2026-03-20","TestFormatVideoChunk","test_omni_handler","",""
"get_avg_output_sequence_tokens with router source queries dynamo_component_router_* metric.","1","test_get_avg_output_sequence_tokens_dispatches_to_router_histogram","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Regression: everything arrives in a single CompletionOutput.

    The closing </think>, the full <tool_call>…</tool_call>, and
    finish_reason=""stop"" are all packed into one chunk.  This exercises
    the terminal single-chunk buffer-drain path in the post-processor.
    ","0","test_stream_terminal_single_chunk","tests.frontend","2026-03-20","passed","2026-03-20","","test_prepost","",""
"","1","test_disagg_health_check_payload_includes_bootstrap_info","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","","test_sglang_unit","",""
"","1","test_release_returns_error_when_worker_has_no_tokenizer_manager","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","","test_sglang_memory_occupation_handlers","",""
"Test that both dimensions exceeding raises ValueError with both errors.","0","test_parse_size_exceeds_both_dimensions","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"Test that without --endpoint, defaults are preserved.","4","test_endpoint_not_provided_preserves_defaults","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"
    End-to-end test for request cancellation during decode phase.

    This test verifies that when a request is cancelled by the client during the decode phase,
    the system properly handles the cancellation and cleans up resources
    on both the prefill and decode workers in a disaggregated setup.

    Note: This test requires 2 GPUs to run decode and prefill workers on separate GPUs.

    Timing (Last Run: 2025-12-09): ~60s total (estimated)
    - Engine initialization: ~20s (decode + prefill workers)
    - Testing stream cancellation during decode: ~38s
    - Teardown: ~2s
    ","66684","test_request_cancellation_sglang_decode_cancel[tcp]","tests.fault_tolerance.cancellation","2026-03-20","passed","2026-03-20","","test_sglang","",""
"Test that without any filters, all metrics are returned.","1","test_no_filtering_all_frameworks","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestGetPrometheusExpfmt","test_trtllm_prometheus_utils","",""
"Test that valid absolute path is stored correctly.","3","test_custom_jinja_template_valid_path","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_unit","",""
"
    Quick e2e sanity test for KV router with SGLang engine instances.
    Tests both NATS and TCP request planes.
    ","91244","test_sglang_kv_router_basic[tcp]","tests.router","2026-03-20","passed","2026-03-20","","test_router_e2e_with_sglang","",""
"Test decoding embeddings of various sizes.","1","test_various_embedding_sizes[4096]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Model name is forwarded.","4","test_passes_model","components.src.dynamo.vllm.tests.multimodal_handlers","2026-03-20","passed","2026-03-20","TestLoadMultimodalData","test_vllm_multimodal_pd_worker_handler","",""
"Missing disagg section key should raise a clear ValueError.","6","test_disagg_config_key_not_found_error","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","","test_sglang_unit","",""
"stream_interval=20: multiple tokens per chunk.

    When </think>, <tool_call>, and the start of the JSON body arrive in a
    single CompletionOutput, the tool parser must still extract the tool call
    correctly instead of leaking raw tool-call markup into ``content``.
    ","1","test_stream_interval_20","tests.frontend","2026-03-20","passed","2026-03-20","","test_prepost","",""
"_get_router_average_histogram returns 0 when Prometheus has no data.","6","test_router_histogram_returns_zero_on_empty_result","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"warn_if_router_not_scraped is silent when the metric exists (absent() returns empty).","0","test_warn_if_router_not_scraped_silent_when_present","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"get_avg_inter_token_latency with router source queries dynamo_component_router_* metric.","0","test_get_avg_inter_token_latency_dispatches_to_router_histogram","tests.planner.unit","2026-03-20","passed","2026-03-20","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"","0","test_routes_multimodal_decode_worker[True]","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","TestCreate","test_vllm_worker_factory","",""
"Test error handling in generate method.","6","test_generate_error_handling","components.src.dynamo.sglang.tests","2026-03-20","passed","2026-03-20","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Test default values for completed response.","1","test_default_values","components.src.dynamo.trtllm.tests","2026-03-20","passed","2026-03-20","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","107061","test_serve_deployment[disaggregated]","tests.serve","2026-03-20","passed","2026-03-20","","test_vllm","",""
"Test that dryrun preserves GPU counts provided via config","0","test_dryrun_preserves_cli_gpu_counts","tests.planner.unit","2026-03-20","passed","2026-03-20","TestDryrunGpuDefaults","test_sla_planner_scaling","",""
"Stats task exits immediately when log_stats is False.","1","test_periodic_log_stats_skips_when_disabled","components.src.dynamo.vllm.tests","2026-03-20","passed","2026-03-20","","test_vllm_engine_monitor_stats","",""
